"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
503,"Archives municipales d'Avignon","10AV","02/03/2010","Archives privées","Don",NA,NA,"Fonséca","Lot de 43 K7 audio des enregistrements des conférences faites à Fonséca pour la saison 2007-2008. Lot de 42 K7 audio des enregistrements des conférences faites à Fonséca pour la saison 2008-2009.","Support électronique","1,3",85,"2010"
504,"Archives municipales d'Avignon","Fi","23/02/2010","Archives privées","Achat",NA,NA,"Portrait de Guillaume Puy","Peinture à l'huile de BAZIN exécutée en 1815 au moment où l'ancien maire d'Avignon abandonne la vie publique en 1815.","Support papier","0,1",1,"2010"
505,"Archives municipales d'Avignon","Fi","23/02/2010","Archives privées","Achat",NA,NA,"Peinture du pont de bois sur le Rhône","Peinture de C. Clément représentant le pont de bois sur le Rhône (branche de Villeneuve) en 1893.","Support papier","0,1",1,"2010"
506,"Archives municipales d'Avignon","Fi","19/02/2010","Archives privées","Achat",NA,NA,"Photographie d'un groupe","Photographie fin XIXe d'un groupe pouvant rassembler des membres de la famille Tacussel à Fontaine de Vaucluse en compagnie d'un personnage anglais (Mr. Nebb (at) New (F)alcon).","Support papier","0,05",1,"2010"
507,"Archives municipales d'Avignon","Fi","19/02/2010","Archives privées","Achat",NA,NA,"Gravure représentant Villeneuve-les-Avignon","Gravure allemande en couleur représentant le fort Saint-André et le village de Villeneuve-les-Avignonn, signée H.","Support papier","0,05",1,"2010"
508,"Archives municipales d'Avignon","Fi","19/02/2010","Archives privées","Achat",NA,NA,"Plan imprimé d'Avignon 1901-1902","Plan de la ville imprimé par la maison ASSALEIX avec pliage dans un portefeuille publicitaire aux Elégants.","Support papier","0,05",1,"2010"
509,"Archives municipales d'Avignon","9Z7","08/04/2010","Archives privées","Achat",NA,NA,"Livre de raison d'Ignace, Xavier, Salvador","Livre de raison et de comptes domestiques d'Ignace, Xavier, Salvador (197-1833), fils de Jean-Baptiste Salvador.","Support papier","0,05",1,"2010"
510,"Archives municipales d'Avignon","1034W","19/04/2010","Archives publiques","Versement",NA,NA,"Cabinet Michel Chirinian","DVD contenant un court-métrage sur le Festival 2009, ""Quand le Off s'affiche"", film réalisé par Mme Jacqueline Baudinat de Roanne.","Support papier","0,05",1,"2010"
511,"Archives municipales d'Avignon","65Z","15/05/2010","Archives privées","Don",NA,NA,"Fonds Amic-Sénac","Archives familiales et industrielles de la famille Amic -Sénac","Support papier","10",10,"2010"
512,"Archives municipales d'Avignon","Bibliothèque","06/05/2010","Archives privées","Don",NA,NA,"Films Palais des Papes","2 DVD produits par RMG-Palais des Papes et réalisés par l'oeil et la Mémoire : L'élection du Pape au Palais d'Avignon - Au coeur de la vie pontificale, le Grand Tinel","Support électronique","0,05",2,"2010"
513,"Archives municipales d'Avignon","914W","27/05/2010","Archives publiques","Versement",NA,NA,"Bureau du cinéma","6 CD photos de tournages, photos tournage, synopsis, 5 affiches (complément du versement du 01/02/2007)","Support papier","0,5",1,"2010"
514,"Archives municipales d'Avignon","1035W","18/06/2010","Archives publiques","Versement",NA,NA,"Archives municipales","8 articles fonctionnement du service (2008 - 2009)","Support papier","0",0,"2010"
515,"Archives municipales d'Avignon","74Z","02/07/2010","Archives privées","Don",NA,NA,"Archives Alexandre Lefeuvre","Documents Archives privées de la famille Lefeuvre","Support papier","0",0,"2010"
516,"Archives municipales d'Avignon","Fi","02/07/2010","Archives privées","Achat",NA,NA,"Affiches, photographies et oeuvres imprimées","Lot d'affiches et posters imprimés, oeuvres de Joël Bard, affiches et cartes postales de la Société Protectrice de l'humour (1969-1976), séries de photographies d'Agnès Varda et Robert Alazraki.","Support papier","0,1",0,"2010"
517,"Archives municipales d'Avignon","AV","05/07/2010","Archives privées","Don",NA,NA,"1 DVD documentaire ""Les habitants du Rhône""","Film documentaire réalié par Denis Blanc dans le cadre d'une formation de l'IMCA (Avignon). Ce reportage porte sur la vie des péniches sur le Rhône.","Support papier","0,05",1,"2010"
518,"Archives municipales d'Avignon","1036W","07/07/2010","Archives publiques","Versement",NA,NA,"Patrimoine et habitat","13 articles sur les OPAH (1996 - 2001).","Support papier","1,9",13,"2010"
519,"Archives municipales d'Avignon","1037W","07/09/2010","Archives publiques","Versement",NA,NA,"Commande publique","76 articles d'offres et de candidatures non retenues (2008 - 2010)","Support papier","7,6",76,"2010"
520,"Archives municipales d'Avignon","1038W","09/09/2010","Archives publiques","Versement",NA,NA,"Fêtes et animations","68 articles (courriers, comptabilité, dossiers manifestations) (1998 - 2009)","Support papier","6,8",68,"2010"
521,"Archives municipales d'Avignon","1039W","30/09/2010","Archives publiques","Versement",NA,NA,"Personnel-gestion des temps","104 articles (2001 - 2009)","Support papier","10,5",104,"2010"
522,"Archives municipales d'Avignon","1040W","30/09/2010","Archives publiques","Versement",NA,NA,"Personnel-paie-comptabilité","94 articles (1997-2006)","Support papier","0",94,"2010"
523,"Archives municipales d'Avignon","127Fi","14/02/2011","Archives publiques","Versement",NA,NA,"Cabinet Michel Chirinian","21 photographies des cérémonies du 50e annievrsaire du juemlage Avignon-Sienne le 21 janvier 2011","Support papier","0,1",21,"2011"
524,"Archives municipales d'Avignon","10AV","04/03/2011","Archives privées","Don",NA,NA,"Fonséca","Lot de 14 K7 audio des enregistrements des conférences faites à Fonséca (octobre-décembre 2009). Lot de 30 K7 audio des enregistrements des conférences faites à Fonséca (janvier-mai 2010).","Support papier","0",44,"2011"
525,"Archives municipales d'Avignon","1053W","28/01/2011","Archives publiques","Versement",NA,NA,"Secrétariat général","Registres des arrêtes généraux et particuliers du Maire (2008-2009).","Support papier","2",80,"2011"
526,"Archives municipales d'Avignon","1049W","12/04/2011","Archives publiques","Versement",NA,NA,"Police municipale","171 articles de timbres amendes (2003-2007)","Support papier","0",171,"2011"
527,"Archives municipales d'Avignon","1062W","15/04/2011","Archives publiques","Versement",NA,NA,"Cabinet Jean Gallart","27 articles (1989-1993)","Support électronique","2,5",27,"2011"
528,"Archives municipales d'Avignon","AV","18/04/2011","Archives privées","Don",NA,NA,"DVD documentaire-fiction","DVD d'un documentaire-fiction consacré à saint Benezet, le créateur du pont d'Avignon. Réalisé par Delphine Dupont et Pascal Paradis. 2011","Support papier","0,1",1,"2011"
529,"Archives municipales d'Avignon","51Fi10","07/02/2011","Archives publiques","Dévolution",NA,NA,"Plan manuscrit du XVIIIème siècle","Projet de travaux et d'aménagement d'un immeuble pouvant être daté de la fin du 18ème siècle ou de l'époque Révolutionnaire.","Support papier","0,1",1,"2011"
530,"Archives municipales d'Avignon","104Fi et 39Z","26/04/2011","Archives privées","Achat",NA,NA,"Fonds de l'architecte Louis Valentin","Série de plans d'immeubles et bâtiments avignonnais et pièces écrites pour un volume de 4 cartons","Support papier","2",500,"2011"
531,"Archives municipales d'Avignon","Fi","10/05/2011","Archives privées","Achat",NA,NA,"Documents et Albums photographiques","Lot constitué de 4 albums et d'une trentaine de tirages photographiques concernant des sujets divers","Support papier","0,5",200,"2011"
532,"Archives municipales d'Avignon","OB","13/05/2011","Archives privées","Don",NA,NA,"Horloge murale","Horloge murale de l'ancien Hôtel Crillon d'Avignon (rue de la République) qui ornait le grand salon de l'établissement. Cette pièce a été récupérée au moment de la vente de l'immeuble, à la Banque Chaix.","Support papier","0,1",1,"2011"
533,"Archives municipales d'Avignon","Z","13/05/2011","Archives privées","Don",NA,NA,"Lot de pièces manuscrites des XVIIIème et XIXème siècles","Lot de pièces manuscrites des XVIIIème et XIXème siècles","Support papier","0,1",1,"2011"
534,"Archives municipales d'Avignon","116Fi","13/05/2011","Archives privées","Don",NA,NA,"Lot de photographies","Environ 5000 photographies et reproductions de documents rassemblés pour la publication de divers ouvrages historiques par M. Hervé Aliquot","Support papier","1,4",5000,"2011"
535,"Archives municipales d'Avignon","1061W","18/05/2011","Archives publiques","Versement",NA,NA,"Protocole","11 articles (1998-2009)","Support papier","1,1",11,"2011"
536,"Archives municipales d'Avignon","46Z","13/05/2011","Archives privées","Don",NA,NA,"Trois dossiers famille Contesso","Trois dossiers concernant l'hôtel Dominion et l'hôtel Crillon.","Support papier","0,1",3,"2011"
537,"Archives municipales d'Avignon","OB","13/05/2011","Archives privées","Don",NA,NA,"Extrémité de poutre d'immeuble","Morceau de poutre à l'extrémité scluptée ayant appartenu à un immeuble (XV-XVIème siècle) de l'intra-muros. Provenance inconnue","Support papier","1",1,"2011"
538,"Archives municipales d'Avignon","129Fi","25/05/2011","Archives privées","Don",NA,NA,"Divers documents et objets","Album photographique des bombardements de 1944 ; Album photographique de Mlle Zette Ely, concernant ses études à l'école d'infirmières d'Avignon en 1935 ; 2 gravures d'Avignon au XIXème ; 2 gravures des antiques ; 1 dourgue utilisée à l'hopital Sainte-Marthe pour servir du vin aux malades ; un morceau de l'arceau de la commanderie de Saint-Jean le Vieux ; un rateau pour nettoyer les canisses des vers à soie (privenance Bollène)...","Support papier","0,2",5,"2011"
539,"Archives municipales d'Avignon","Bibliothèque","25/05/2011","Archives privées","Don",NA,NA,"Ouvrages imprimés","Règles, statuts et privilèges des pénitents noirs de la Miséricorde... édition avignonnnaise de 1712 avec un ex-libris de Jean-Baptise Guérin daté du 17 avril 1775. Discours à l'Athénée du citoyen Thomas (an 12). Article sur Jean-Perrinet Parpaille par de Vissac. Article sur la jardin botanique d'Avignon par L. Germand.","Support papier","0,01",1,"2011"
540,"Archives municipales d'Avignon","OB","24/05/2011","Archives publiques","Dévolution",NA,NA,"Clef en fer forgé","Clef de porte intérieure de l'ancienne maison Pastré à Avignon","Support papier","0,01",1,"2011"
541,"Archives municipales d'Avignon","50Z","01/06/2011","Archives privées","Don",NA,NA,"Association La Sardane","Archives de l'association amicale catalane","Support papier","1,5",20,"2011"
542,"Archives municipales d'Avignon","1065W","07/06/2011","Archives publiques","Réintégration",NA,NA,"Ecole des Beaux-Arts","146 articles regroupant les 3 versements de l'école auparavant intégrés sous les cotes 22 - 50 - et 57Z","Support papier","14,5",146,"2011"
543,"Archives municipales d'Avignon","1062W","15/04/2011","Archives publiques","Versement",NA,NA,"Cabinet Jean Gallart","27 articles de dossiers afférents aux attributions de l'élu","Support papier","2,7",27,"2011"
544,"Archives municipales d'Avignon","1064W","30/06/2011","Archives publiques","Versement",NA,NA,"Elections","300 articles (1990-2005)","Support papier","70",370,"2011"
545,"Archives municipales d'Avignon","1067W","30/06/2011","Archives publiques","Versement",NA,NA,"Urbanisme opérationnel","2 albums photographiques couverture aérienne d'Avignon","Support papier","0,3",2,"2011"
546,"Archives municipales d'Avignon","Fi","21/07/2011","Archives privées","Don",NA,NA,"Lot de 14 photographies","14 photographies des inondations d'Avignon (2003 ?)","Support papier","0,01",14,"2011"
547,"Archives municipales d'Avignon","53Fi835","22/07/2011","Archives publiques","Réintégration",NA,NA,"Montage photographique, 1926","Montage photographique réalisé à partir de la campagne de photographie aérienne de 1926. Document faisant partie du dossier 1O60.","Support papier","0,01",1,"2011"
548,"Archives municipales d'Avignon","56Z","26/07/2011","Archives privées","Don",NA,NA,"Documents et ouvrages","5 ouvrages, 14 cartons d'archives personnelles.","Support papier","2",19,"2011"
549,"Archives municipales d'Avignon","OB","02/08/2011","Archives privées","Don",NA,NA,"Médaille","1 médaille en nickel représentant Avignon intra-muros, 10ème tour des remparts 1987","Support papier","0",1,"2011"
550,"Archives municipales d'Avignon","1069W","30/06/2011","Archives publiques","Versement",NA,NA,"Etat-civil","18 brouillards des naissances 2010 + 19 brouillards des naissances 2009","Support papier","2,1",37,"2011"
551,"Archives municipales d'Avignon","1070W","25/08/2011","Archives publiques","Versement",NA,NA,"Régies municipales","260 articles de fonctionnement du service (1989-2008)","Support papier","26",260,"2011"
552,"Archives municipales d'Avignon","1071W","25/08/2011","Archives publiques","Versement",NA,NA,"Elections","32 articles (éliminables du 1064W)","Support papier","56,7",32,"2011"
553,"Archives municipales d'Avignon","1072W","04/10/2011","Archives publiques","Versement",NA,NA,"Service social et prestations sociales","8 articles de demandes de prestations (2008)","Support papier","0,8",8,"2011"
554,"Archives municipales d'Avignon","1073W","04/10/2011","Archives publiques","Versement",NA,NA,"Service social et prestations sociales","87 articles des assistantes sociales (1980-2003)","Support papier","8,7",87,"2011"
555,"Archives municipales d'Avignon","1066W","07/09/2011","Archives publiques","Versement",NA,NA,"Etat-civil","28 articles du bureau des naissances (2008-2009)","Support papier","2,5",28,"2011"
556,"Archives municipales d'Avignon","1068W","01/07/2011","Archives publiques","Versement",NA,NA,"Opéra","19 articles (2001-2010)","Support papier","1,9",19,"2011"
